Ministries/Departments,Head Of Expenditure,Detailed Head Of Expenditure,Actual 2021-2022 Total,Budget 2022-2023 Total,Revised 2022-2023 Total,Budget 2023-2024 Total,Anomaly,Anomaly_Flag
Department for Promotion of Industry and Internal Trade,"Industrial Development of Ladakh, 2022","Total Industrial Development of Ladakh, 2022",0.0,0.0,0.0,97.3,1,Normal
Department for Promotion of Industry and Internal Trade,Refund of Central and Integrated GST to Industrial Units in North Eastern Region and Himalayan States,Total Refund of Central and Integrated GST to Industrial Units in North Eastern Region and Himalayan States,3904.3,3631.64,2100.0,1713.88,1,Normal
Department for Promotion of Industry and Internal Trade,Autonomous Organisations,Total Autonomous Organisations,167.2,205.61,170.6,1713.88,1,Normal
Department for Promotion of Industry and Internal Trade,Autonomous Organisations,Support to Autonomous Institutions,113.61,136.78,108.25,116.66,1,Normal
Department for Promotion of Industry and Internal Trade,Autonomous Organisations,World Intellectual Property Organisation (WIPO),0.74,0.8,0.8,0.83,1,Normal
Department for Promotion of Industry and Internal Trade,Autonomous Organisations,Asian Productivity Organization/United Nations Industrial Development Organization,18.31,24.87,19.64,22.0,1,Normal
Department for Promotion of Industry and Internal Trade,Autonomous Organisations,Assistance to Autonomous Bodies,34.54,43.16,41.91,40.75,1,Normal
Department for Promotion of Industry and Internal Trade,Implementation of India - Korea Joint applied R&D Programme,Total Implementation of India - Korea Joint applied R&D Programme,0.0,0.0,0.0,0.01,1,Normal
Department for Promotion of Industry and Internal Trade,Other Administrative Services,Total Other Administrative Services,58.65,66.16,60.02,64.1,1,Normal
Department for Promotion of Industry and Internal Trade,Capital Outlay on Public Works,Total Capital Outlay on Public Works,9.99,16.5,33.42,11.0,1,Normal
Department for Promotion of Industry and Internal Trade,Capital Outlay on Other Administrative Services,Total Capital Outlay on Other Administrative Services,0.0,0.0,0.0,0.9,1,Normal
Department for Promotion of Industry and Internal Trade,Industries,Total Industries,626.42,692.68,541.9,1021.01,1,Normal
Department for Promotion of Industry and Internal Trade,Other Outlays on Industries and Minerals,Total Other Outlays on Industries and Minerals,5550.82,4455.09,2869.84,2840.36,1,Normal
Department for Promotion of Industry and Internal Trade,Secretariat-Economic Services,Total Secretariat-Economic Services,114.0,114.36,188.16,197.15,1,Normal
Department for Promotion of Industry and Internal Trade,Other General Economic Services,Total Other General Economic Services,216.49,231.66,272.19,331.73,1,Normal
Department for Promotion of Industry and Internal Trade,Capital Outlay on Other Industries,Total Capital Outlay on Other Industries,1675.58,1283.5,1329.02,1639.8,1,Normal
Department for Promotion of Industry and Internal Trade,Capital Outlay on Other General Economic Services,Total Capital Outlay on Other General Economic Services,0.0,0.0,0.0,0.0,1,Normal
Department for Promotion of Industry and Internal Trade,North Eastern Areas,Total North Eastern Areas,0.0,1488.05,1430.46,2094.58,1,Normal
Department for Promotion of Industry and Internal Trade,Grants-in-aid to Union Territory Governments,Total Grants-in-aid to Union Territory Governments,0.0,0.0,0.0,0.0,1,Normal
Department of Agricultural Research and Education,Secretariat,Total Secretariat,12.62,39.68,44.8,43.71,1,Normal
Department of Agricultural Research and Education,Agricultural Extension,Total Agricultural Extension,283.71,243.72,243.72,327.0,1,Normal
Department of Agricultural Research and Education,Agricultural Engineering,Total Agricultural Engineering,54.9,48.3,48.3,65.0,1,Normal
Department of Agricultural Research and Education,Natural Resource Management Institutes including Agro Forestry Research,Total Natural Resource Management Institutes including Agro Forestry Research,167.56,144.9,144.9,240.0,1,Normal
Department of Agricultural Research and Education,Climate Resilient Agriculture Initiative,Total Climate Resilient Agriculture Initiative,47.0,40.87,40.87,0.0,1,Normal
Department of Agricultural Research and Education,Crop Science,Total Crop Science,603.28,526.08,526.04,714.41,1,Normal
Department of Agricultural Research and Education,Horticultural Science,Total Horticultural Science,181.46,157.53,157.53,212.0,1,Normal
Department of Agricultural Research and Education,National Agricultural Science Fund,Total National Agricultural Science Fund,42.0,35.67,35.67,0.0,1,Normal
Department of Agricultural Research and Education,Animal Science,Total Animal Science,257.59,224.41,224.41,300.0,1,Normal
Department of Agricultural Research and Education,Fisheries Science,Total Fisheries Science,137.99,118.89,118.89,150.0,1,Normal
Department of Agricultural Research and Education,Agricultural Universities and Institutions,Total Agricultural Universities and Institutions,299.94,263.77,263.77,322.74,1,Normal
Department of Agricultural Research and Education,Economic Statistics and Management,Total Economic Statistics and Management,27.65,24.51,24.51,0.0,1,Normal
Department of Agricultural Research and Education,National Agricultural Higher Education Project (EAP),Total National Agricultural Higher Education Project (EAP),224.63,167.18,167.0,92.26,1,Normal
Department of Agricultural Research and Education,ICAR Headquarters,Total ICAR Headquarters,5551.9,5877.06,6006.28,6384.59,1,Normal
Department of Agricultural Research and Education,Central Agricultural Universities,Total Central Agricultural Universities,520.79,599.45,611.02,651.53,1,Normal
Department of Agricultural Research and Education,National Academy of Agricultural Sciences,Total National Academy of Agricultural Sciences,1.29,1.6,1.18,0.76,1,Normal
Department of Agricultural Research and Education,Agricultural Scientists Recruitment Board,Total Agricultural Scientists Recruitment Board,25.63,0.0,0.0,0.0,1,Normal
Department of Agricultural Research and Education,Agricultural Research and Education,Total Agricultural Research and Education,8362.05,8013.39,8151.94,8941.93,1,Normal
Department of Agricultural Research and Education,Secretariat-Economic Services,Total Secretariat-Economic Services,5.96,32.65,37.37,25.87,1,Normal
Department of Agricultural Research and Education,Capital Outlay on Other General Economic Services,Total Capital Outlay on Other General Economic Services,0.0,0.0,0.0,10.41,1,Normal
Department of Agricultural Research and Education,North Eastern Areas,Total North Eastern Areas,0.0,467.58,469.58,525.79,1,Normal
Department of Agricultural Research and Education,Agrinnovate India Limited,Total Agrinnovate India Limited,2.37,5.0,2.87,2.87,1,Normal
Department of Agriculture and Farmers Welfare,Secretariat,Total Secretariat,879.9,633.5,926.99,2.87,1,Normal
Department of Agriculture and Farmers Welfare,Secretariat,Secretariat,144.79,163.4,168.23,239.79,1,Normal
Department of Agriculture and Farmers Welfare,Secretariat,International Cooperation,39.9,50.73,44.66,45.92,1,Normal
Department of Agriculture and Farmers Welfare,Secretariat,Other Attached and Subordinate Offices,695.21,419.37,714.1,1119.66,1,Normal
Department of Agriculture and Farmers Welfare,Crop Insurance Scheme,Total Crop Insurance Scheme,13549.24,15500.0,12375.76,1119.66,1,Normal
Department of Agriculture and Farmers Welfare,Crop Insurance Scheme,Pradhan Mantri Fasal Bima Yojana,13549.24,15500.0,12375.76,13625.0,1,Normal
Department of Agriculture and Farmers Welfare,Interest Subsidy for Short Term Credit to Farmers,Total Interest Subsidy for Short Term Credit to Farmers,21476.93,0.0,0.0,13625.0,1,Normal
Department of Agriculture and Farmers Welfare,Interest Subsidy for Short Term Credit to Farmers,Interest Subsidy for Short Term Credit to Farmers,21476.93,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Modified Interest Subvention Scheme (MISS),Total Modified Interest Subvention Scheme (MISS),0.0,19500.0,22000.0,23000.0,1,Normal
Department of Agriculture and Farmers Welfare,Market Intervention Scheme and Price Support Scheme (MIS-PSS),Total Market Intervention Scheme and Price Support Scheme (MIS-PSS),2288.33,1500.0,1500.0,0.01,1,Normal
Department of Agriculture and Farmers Welfare,Pradhan Mantri Annadata Aay Sanrakshan Yojna (PM-AASHA),Total Pradhan Mantri Annadata Aay Sanrakshan Yojna (PM-AASHA),0.0,1.0,0.0,0.01,1,Normal
Department of Agriculture and Farmers Welfare,Distribution of Pulses to State / Union Territories for Welfare Schemes,Total Distribution of Pulses to State / Union Territories for Welfare Schemes,50.0,9.0,166.21,800.0,1,Normal
Department of Agriculture and Farmers Welfare,Promotion of Agricultural Mechanization for in-situ Management of Crop Residue,Total Promotion of Agricultural Mechanization for in-situ Management of Crop Residue,691.3,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Pradhan Mantri Kisan Samman Nidhi (PM-Kisan),Total Pradhan Mantri Kisan Samman Nidhi (PM-Kisan),66825.11,68000.0,60000.0,60000.0,-1,Fraud
Department of Agriculture and Farmers Welfare,Pradhan Mantri Kisan Man Dhan Yojana,Total Pradhan Mantri Kisan Man Dhan Yojana,39.5,100.0,50.0,100.0,1,Normal
Department of Agriculture and Farmers Welfare,"Formation and Promotion of 10,000 Farmer Producer Organizations (FPOs)","Total Formation and Promotion of 10,000 Farmer Producer Organizations (FPOs)",427.04,500.0,955.0,955.0,1,Normal
Department of Agriculture and Farmers Welfare,Agriculture Infrastructure Fund (AIF),Total Agriculture Infrastructure Fund (AIF),21.43,500.0,150.0,500.0,1,Normal
Department of Agriculture and Farmers Welfare,National Beekeeping Honey Mission (NBHM),Total National Beekeeping Honey Mission (NBHM),0.0,100.0,100.0,0.01,1,Normal
Department of Agriculture and Farmers Welfare,Protection of Plant Varieties and Farmers Rights Authority,Total Protection of Plant Varieties and Farmers Rights Authority,2.5,5.5,4.37,56.44,1,Normal
Department of Agriculture and Farmers Welfare,National Institute of Plant Health Management,Total National Institute of Plant Health Management,8.39,25.0,18.65,16.5,1,Normal
Department of Agriculture and Farmers Welfare,National Institute of Agricultural Extension Management (MANAGE),Total National Institute of Agricultural Extension Management (MANAGE),5.0,5.5,4.8,5.0,1,Normal
Department of Agriculture and Farmers Welfare,National Council for Cooperative Training,Total National Council for Cooperative Training,30.3,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Chaudhary Charan Singh National Institute of Agricultural Marketing,Total Chaudhary Charan Singh National Institute of Agricultural Marketing,2.5,4.5,2.75,4.5,1,Normal
Department of Agriculture and Farmers Welfare,Coconut Development Board,Total Coconut Development Board,0.0,0.0,0.0,39.13,1,Normal
Department of Agriculture and Farmers Welfare,National Horticulture Board,Total National Horticulture Board,0.0,0.0,0.0,24.0,1,Normal
Department of Agriculture and Farmers Welfare,Agriculture Census,Total Agriculture Census,0.0,0.0,0.0,80.0,1,Normal
Department of Agriculture and Farmers Welfare,Agriculture Economics and Statistics,Total Agriculture Economics and Statistics,0.0,0.0,0.0,220.0,1,Normal
Department of Agriculture and Farmers Welfare,IRRI South Asia Regional Centre,Total IRRI South Asia Regional Centre,0.0,0.0,0.0,25.0,1,Normal
Department of Agriculture and Farmers Welfare,Pradhan Mantri Krishi Sinchai Yojana (PMKSY)- Per Drop More Crop,Total Pradhan Mantri Krishi Sinchai Yojana (PMKSY)- Per Drop More Crop,1796.12,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Rashtriya Krishi Vikas Yojna,Total Rashtriya Krishi Vikas Yojna,1729.11,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,National Food Security Mission,Total National Food Security Mission,995.17,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,National Project on Organic Farming,Total National Project on Organic Farming,0.26,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Organic Value Chain Development for North East Region,Total Organic Value Chain Development for North East Region,133.29,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,National Project on Soil Health and Fertility,Total National Project on Soil Health and Fertility,8.76,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Rainfed Area Development and Climate Change,Total Rainfed Area Development and Climate Change,76.83,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Paramparagat Krishi Vikas Yojana,Total Paramparagat Krishi Vikas Yojana,88.58,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,National Project on Agro- Forestry,Total National Project on Agro- Forestry,8.37,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,National Mission on Horticulture,Total National Mission on Horticulture,994.83,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Sub- Mission on Seed and Planting Material,Total Sub- Mission on Seed and Planting Material,141.04,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Sub- Mission on Plant Protection and Plant Quarantine,Total Sub- Mission on Plant Protection and Plant Quarantine,25.34,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Sub - Mission on Agriculture Extension,Total Sub - Mission on Agriculture Extension,820.98,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Information Technology,Total Information Technology,40.09,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Sub- Mission on Agriculture Mechanisation,Total Sub- Mission on Agriculture Mechanisation,816.55,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Integrated Scheme on Agriculture Census and Statistics,Total Integrated Scheme on Agriculture Census and Statistics,267.11,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Integrated Scheme on Agricultural Cooperation,Total Integrated Scheme on Agricultural Cooperation,341.67,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Agriculture Marketing,Total Agriculture Marketing,238.28,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Agriculture Marketing,Integrated Scheme on Agriculture Marketing,238.28,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,National Bamboo Mission,Total National Bamboo Mission,20.58,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,National Mission on Edible Oils (Oilpalm),Total National Mission on Edible Oils (Oilpalm),0.0,0.0,0.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Rashtriya Krishi Vikas Yojna,Total Rashtriya Krishi Vikas Yojna,0.0,10433.0,7000.0,7150.35,1,Normal
Department of Agriculture and Farmers Welfare,National Mission on Natural Farming,Total National Mission on Natural Farming,0.0,0.0,0.0,459.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Total Krishionnati Yojana,0.0,7183.0,5000.0,459.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Food and Nutrition Security,0.0,1395.0,900.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Edible Oil-Oil Palm,0.0,900.0,700.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Edible Oil-Oilseeds,0.0,600.0,500.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Organic Value Chain Development for North East Region,0.0,198.0,130.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Integrated Development of Horticulture,0.0,1900.0,1100.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Seed and Planting Material,0.0,305.0,250.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Agriculture Extension,0.0,1000.0,800.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Digital Agriculture,0.0,60.0,70.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Agriculture Census and Statistics,0.0,325.0,300.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana,Agriculture Marketing,0.0,500.0,250.0,0.0,1,Normal
Department of Agriculture and Farmers Welfare,Krishionnati Yojana.,Total Krishionnati Yojana.,0.0,0.0,0.0,7066.47,1,Normal
Department of Agriculture and Farmers Welfare,Crop Husbandry,Total Crop Husbandry,85440.6,80137.34,69528.28,71378.94,-1,Fraud
Department of Agriculture and Farmers Welfare,Soil and Water Conservation,Total Soil and Water Conservation,26.17,30.1,33.87,36.6,1,Normal
Department of Agriculture and Farmers Welfare,Agricultural Financial Institutions,Total Agricultural Financial Institutions,21476.93,17612.14,20112.14,21050.0,1,Normal
